idiom,lang,meaning,noun_translation
思案に暮れる,jp,,['pondering']
思案の案の字が百貫する,jp,,"['pondering', 'plan', 'character', '100 kan']"
塩辛を食おうとて水を飲む,jp,,"['Salted fish', 'Tote', 'water']"
潮時を見る,jp,,['tide']
塩にて淵を埋む如し,jp,,"['salt', 'abyss']"
塩を売っても手を嘗めろ,jp,,"['salt', 'hand']"
塩を売れば手が鹹くなる,jp,,"['salt', 'hand']"
死灰復燃ゆ,jp,,"['dead ash', 'rekindling', 'hot water']"
四角な座敷を丸く掃く,jp,,['tatami room']
死活に関わる,jp,,[]
鹿の角を蜂が刺す,jp,,"['deer&#39;s', 'corner', 'bee']"
屍に鞭打つ,jp,,"['corpse', 'one']"
鹿を逐う,jp,,['deer']
鹿を逐う者は山を見ず,jp,,"['deer', 'person', 'Mountain']"
鹿を指して馬となす,jp,,"['deer', 'Horse']"
志学,jp,,['age fifteen']
四月の中の十日に心なしに雇われるな,jp,,"['Moon', 'During ~', 'Day', 'heartless']"
歯牙にもかけない,jp,,['teeth']
敷居が高い,jp,,['threshold']
敷居を跨ぐ,jp,,['threshold']
敷居を跨げば七人の敵あり,jp,,"['threshold', 'Seven people', 'enemy', 'can be']"
色即是空、空即是色,jp,,[]
しくじるは稽古のため,jp,,"['screw up', 'rehearsal', 'For']"
指呼の間,jp,,"['call', 'while']"
仕事幽霊飯弁慶、その癖夏痩せ寒細り、たまたま肥ゆれば腫れ病,jp,,"['work', 'ghost', 'habit', 'chilly', 'swelling', 'disease']"
子細に及ばず,jp,,['details']
獅子、身中の虫,jp,,"['lion', 'body', 'insect']"
獅子吼,jp,,"['lion', 'roar']"
志士苦心多し,jp,,['patriot']
死しての千年より生きての一日,jp,,"['dead', 'a thousand years', 'Day']"
死して後、已む,jp,,"['rear', 'shut up']"
死屍に鞭打つ,jp,,"['corpse', 'whipping', 'one']"
獅子の子落とし,jp,,"['lion', 'Child drop']"
獅子の歯嚙み,jp,,"['lion', 'Grit your teeth']"
獅子の分け前,jp,,"['lion', 'division', 'Previous']"
獅子は兎を撃つに全力を用う,jp,,"['rabbit', 'full power']"
死者に鞭打つ,jp,,"['dead', 'one']"
私淑,jp,,['Shu']
支証の出し遅れ,jp,,"['proof', 'broth', 'delay']"
師匠のはな負け,jp,,"['Master', 'flower', 'lose']"
四十肩に五十腕,jp,,"['shoulder', 'Fifty', 'arm']"
四十がったり,jp,,[]
四十くらがり,jp,,['cloudy']
四十過ぎての道楽と七つ下がって降る雨は止みそうで止まぬ,jp,,"['hobby', 'one', 'rain', 'stop at']"
四十にして惑わず,jp,,['Forty']
紙上を賑わす,jp,,['on paper']
沈む瀬あれば浮かぶ瀬あり,jp,,"['floating current', 'can be']"
死生、命あり,jp,,"['life and death', 'with life']"
市井の徒,jp,,['non-adult']
姿勢を正す,jp,,['posture']
咫尺を弁せず,jp,,['square meter']
死せる孔明、生ける仲達を走らす,jp,,['friends']
視線を浴びる,jp,,['line of sight']
死線をさまよう,jp,,['death line']
自然に帰れ,jp,,[]
士族の商法,jp,,"['warrior class', 'commercial law']"
舌が肥える,jp,,['tongue']
舌が回る,jp,,['tongue']
舌三寸に胸三寸,jp,,"['tongue', 'dimensions', 'chest', 'dimensions']"
親しき仲に垣をせよ,jp,,"['relationship', 'fence']"
親しき仲にも礼儀あり,jp,,"['relationship', 'courtesy', 'can be']"
下地は好きなり御意はよし,jp,,"['groundwork', 'will']"
滴り積もりて淵となる,jp,,['abyss']
舌鼓を打つ,jp,,"['relish', 'hit', 'one']"
舌鼓を打つ,jp,,"['relish', 'hit', 'one']"
下手に出る,jp,,[]
下にも置かない,jp,,['under']
舌の剣は命を絶つ,jp,,"['tongue', 'sword', 'life']"
舌の根も乾かぬうち,jp,,"['tongue', 'root', 'home']"
下腹に毛がない,jp,,"['abdomen', 'hair']"
舌は禍の根,jp,,"['tongue', 'of calamity', 'root']"
舌を出す,jp,,['tongue']
舌を鳴らす,jp,,['tongue']
舌を巻く,jp,,['tongue']
四大空に帰す,jp,,['sky']
四知,jp,,['knowledge']
七細工八貧乏,jp,,['Poverty']
七尺去って師の影を踏まず,jp,,"['shaku', 'teacher', 'Shadow']"
七十五日は金の手洗い,jp,,"['Day', 'Money', 'hand wash']"
七度探して人を疑え,jp,,"['Every time', 'Man']"
死地に赴く,jp,,['dead land']
七年の病に三年の艾を求む,jp,,"['Year', 'disease', 'Year', 'Ai']"
七歩の才,jp,,"['seven steps', 'Talent']"
死中に活を求める,jp,,"['dying', 'activity']"
失笑を買う,jp,,['Laughter']
失態を演じる,jp,,['blunder']
知ったか振りの恥搔き,jp,,"['swing', 'shame']"
知ったが病,jp,,['disease']
しっちゃかめっちゃか,jp,,[]
知って知らざれ,jp,,[]
知って問うは礼なり,jp,,"['gratitude', 'Nari']"
失敗は成功のもと,jp,,"['Failure', 'success']"
疾風に勁草を知る,jp,,"['Gale', 'Jingusa']"
尻尾を出す,jp,,['tail']
尻尾を摑む,jp,,['tail']
尻尾を振る,jp,,['tail']
尻尾を巻く,jp,,['tail']
しつこい坊主に檀那がない,jp,,"['persistent boy', 'master of the house']"
舐犢の愛,jp,,['Love']
死なぬ子三人、皆孝行,jp,,"['death', 'Nuko', 'Man', 'all', 'Filial piety']"
死なば諸共,jp,,"['various', 'Both']"
科を作る,jp,,['department']
至難の業,jp,,"['extremely difficult', 'business']"
死に馬に鍼刺す,jp,,"['death', 'Horse']"
死に金を使う,jp,,"['death', 'Money']"
死にたいと麦飯食いたいほど大きな嘘はない,jp,,"['death', 'Tomugi', 'Lie']"
梓に上す,jp,,[]
死に花を咲かせる,jp,,"['death', 'flower']"
死に水を取る,jp,,"['death', 'water']"
死に別れより生き別れ,jp,,['death']
死人に口なし,jp,,"['dead man', 'mouth', 'none']"
死ぬ死ぬと言う者に死んだ例なし,jp,,"['person', 'example', 'none']"
死ぬ者貧乏,jp,,"['person', 'Poverty']"
死ぬる子は眉目よし,jp,,"['Child', 'eyebrows']"
死ぬるばかりは真,jp,,['true']
死ねば死に損、生くれば生き得,jp,,"['death', 'loss']"
鎬を削る,jp,,['ho']
駟の隙を過ぐるが若し,jp,,"['of the horse', 'Gap']"
四の五の言う,jp,,[]
死の商人,jp,,"['death', 'merchant']"
篠を突く,jp,,['Shino']
死は或は泰山より重く、或は鴻毛より軽し,jp,,"['death', 'Or', 'hog hair', 'lighten']"
士は己を知る者の為に死す,jp,,"['samurai', 'myself', 'person', 'for']"
芝居は一日の早学問,jp,,"['play', 'one day', 'Early school', 'Question']"
芝居は無筆の早学問,jp,,"['play', 'Early school', 'Question']"
芝居を打つ,jp,,['play']
死馬の骨を買う,jp,,"['dead horse', 'Bone']"
駟馬も追う能ず,jp,,['horse']
四百四病の外,jp,,"['disease', 'outside']"
四百四病より貧の苦しみ,jp,,"['disease', 'poverty', 'suffering']"
痺れを切らす,jp,,['numbness']
雌伏,jp,,"['female', 'lying down']"
私腹を肥やす,jp,,['my own pocket']
渋皮が剝ける,jp,,[]
渋柿の長持ち,jp,,['long lasting']
始末に負えない,jp,,['disposal']
始末を付ける,jp,,['disposal']
死命を制する,jp,,['fatality']
しめこの兎,jp,,['rabbit']
示しが付かない,jp,,['show']
下いびりの上へつらい,jp,,"['lower snoring', 'Up']"
駟も舌に及ばず,jp,,"['crow', 'tongue']"
霜を置く,jp,,['frost']
霜を履んで堅氷至る,jp,,"['frost', 'hard ice']"
社会の木鐸,jp,,"['society', 'wood', 'bell']"
釈迦に宗旨なし,jp,,"['Buddha', 'purpose', 'none']"
釈迦に説法,jp,,"['Buddha', 'preaching']"
釈迦に説法孔子に悟道,jp,,"['Buddha', 'preaching', 'enlightenment']"
杓子で腹を切る,jp,,"['ladle', 'stomach']"
杓子は耳搔きにならず,jp,,"['ladle', 'scratching the ears']"
癪に障る,jp,,['tantrum']
癪の種,jp,,"['annoyed', 'seed']"
尺も短き所あり、寸も長き所あり,jp,,"['shaku', 'dimension']"
尺を枉げて尋を直くす,jp,,"['shaku', 'fathom']"
奢侈に流れる,jp,,['luxury']
社稷の臣,jp,,['vassal']
車軸を流す,jp,,['axle']
尺蠖の屈するは伸びんがため,jp,,"['Growing', 'For']"
シャッポを脱ぐ,jp,,[]
射程距離に入る,jp,,"['Range', 'distance']"
娑婆っ気が多い,jp,,['shyness']
娑婆で見た弥三郎,jp,,['saba']
娑婆で見た弥十郎,jp,,['saba']
娑婆で見た弥次郎,jp,,['saba']
沙弥から長老,jp,,['elder']
沙弥から長老にはなれぬ,jp,,['elder']
三味線を弾く,jp,,"['shamisen', 'line']"
視野が広い,jp,,['field of view']
衆寡敵せず,jp,,['crowd']
習慣は第二の天性なり,jp,,"['habit', 'No.', 'nature', 'Nari']"
衆口、金を鑠かす,jp,,"['public', 'Money']"
秋毫,jp,,"['autumn', 'every']"
宗旨の争い釈迦の恥,jp,,"['purpose', 'Buddha', 'shame']"
終止符を打つ,jp,,"['stop', 'sign', 'hit', 'one']"
宗旨を変える,jp,,['purpose']
修身斉家治国平天下,jp,,"['training', 'family affairs', 'Country', 'under']"
醜態を演じる,jp,,['abomination']
衆知を集める,jp,,['common wisdom']
舅の物で相婿もてなす,jp,,"['father-in-law&#39;s', 'object', 'son-in-law']"
姑に似た嫁,jp,,"['mother-in-law', 'bride']"
姑の十七、見た者ない,jp,,"['mother-in-law', 'person']"
秋波を送る,jp,,['Akinami']
愁眉を開く,jp,,['regret']
衆望を担う,jp,,['popularity']
衆目の一致する所,jp,,"['public eye', 'place']"
衆を頼む,jp,,['people']
珠玉の瓦礫に在るが如し,jp,,"['gem', 'rubble']"
菽水の歓,jp,,['delight']
祝杯を上げる,jp,,['toast']
菽麦を弁せず,jp,,['barley']
祝融の災い,jp,,['celebration']
趣向を凝らす,jp,,['taste']
守株,jp,,[]
主従は三世,jp,,"['master and servant', 'world']"
手足となる,jp,,['limbs']
手足を措く所なし,jp,,"['limbs', 'place', 'none']"
手段を選ばない,jp,,['means']
手中に収める,jp,,['in hand']
出家の念仏嫌い,jp,,"['ordination', 'nembutsu', 'Hate']"
出藍の誉れ,jp,,['honor']
手套を脱す,jp,,['mantle']
朱に交われば赤くなる,jp,,['vermillion']
朱筆を入れる,jp,,['Red brush']
手腕を振るう,jp,,['skill']
朱を入れる,jp,,['vermillion']
朱を注ぐ,jp,,['Vermillion']
春宵一刻値千金,jp,,"['spring', 'evening', 'value thousand', 'Money']"
春秋高し,jp,,"['spring and autumn', 'high']"
春秋に富む,jp,,['spring and autumn']
春秋の筆法,jp,,"['spring and autumn', 'writing style']"
春眠、暁を覚えず,jp,,"['spring sleep', 'Akatsuki']"
舜も人なり吾もまた人なり,jp,,"['Man', 'Man', 'Nari']"
雌雄を決する,jp,,['male and female']
背負い投げを食う,jp,,"['shoulder', 'Throw']"
小異を捨てて大同につく,jp,,['small difference']
小寒の氷大寒に解く,jp,,"['ice', 'Big', 'Cold']"
性が合う,jp,,['sex']
将棋倒し,jp,,"['Shogi', 'knock down']"
猖獗を極める,jp,,['indignation']
しょう事なしに米の飯,jp,,"['case', 'none', 'rice', 'food']"
性懲りもなく,jp,,['sexual harassment']
尚歯,jp,,"['still', 'teeth']"
従心,jp,,['obedience']
正直の頭に神宿る,jp,,"['honest', 'Head']"
正直は阿呆の異名,jp,,"['fool', 'nickname']"
正直は一生の宝,jp,,"['honest', 'lifetime', 'Treasure']"
正直は最善の策,jp,,"['the best', 'measure']"
正直貧乏、横着栄耀,jp,,"['Poverty', 'brilliance']"
正直者が馬鹿を見る,jp,,"['person', 'fool']"
障子に目,jp,,"['shoji', 'eye']"
小事は大事,jp,,['little things']
生者必滅、会者定離,jp,,"['living person', 'mortal', 'party', 'constant separation']"
掌上に運らす,jp,,['palm']
小人閑居して不善をなす,jp,,"['child', 'bad']"
小人罪なし璧を懐いて罪あり,jp,,"['small', 'human sin', 'perfect', 'sin', 'can be']"
小人の過つや必ず文る,jp,,"['child', 'make a mistake']"
小人の勇,jp,,"['child', 'courage']"
少壮幾時ぞ,jp,,['little']
消息を絶つ,jp,,['news']
掌中に収める,jp,,['in hand']
掌中の珠,jp,,['pearl']
焦点を合わせる,jp,,['focus']
焦点を絞る,jp,,['focus']
性に合う,jp,,['sex']
衝に当たる,jp,,[]
性に合わない,jp,,['sex']
性根を据えて掛かる,jp,,['roots']
少年老い易く学成り難し,jp,,"['boy', 'learning', 'difficult to make']"
少年よ、大志を抱け,jp,,['boy']
小の虫を殺して大の虫を助ける,jp,,"['insect', 'insect']"
賞は厚くし罰は薄くすべし,jp,,"['award', 'punishment']"
松柏の操,jp,,['Manipulation']
商売往来にない商売,jp,,"['business', 'coming and going', 'business']"
商売は草の種,jp,,"['business', 'Grassy', 'seed']"
商売は道によって賢し,jp,,"['business', 'road']"
焦眉の急,jp,,['Sudden']
正札付き,jp,,"['price tag', 'With']"
勝負は時の運,jp,,"['game', 'Time', 'luck']"
正法に奇特無し,jp,,"['correct law', 'strange', 'special no']"
しょうもない,jp,,['prize']
証文が物を言う,jp,,"['deed', 'object']"
証文の出し遅れ,jp,,"['deed', 'delay']"
醬油で煮しめたよう,jp,,['soy sauce']
将を射んとせば先ず馬を射よ,jp,,"['General', 'Destination', 'Horse']"
将を射んと欲すれば先ず馬を射よ,jp,,"['General', 'Destination', 'Horse']"
小を捨てて大に就く,jp,,"['small', 'Big']"
升を以て石を量る,jp,,"['sho', 'stone']"
食が進む,jp,,['food']
食が細い,jp,,['food']
食牛の気,jp,,['air']
食言,jp,,['remark']
食後の一睡、万病円,jp,,"['after dinner', 'a good night&#39;s sleep', 'disease', 'Circle']"
食後の一睡、万病丹,jp,,"['after meals', 'a good night&#39;s sleep', 'disease']"
食指が動く,jp,,['index finger']
触手を伸ばす,jp,,['tentacles']
食膳に供する,jp,,['dining table']
食膳に上る,jp,,['dining table']
職人貧乏人宝,jp,,"['craftsman', 'Poverty', 'Man', 'Treasure']"
食を願わば器物,jp,,"['food', 'vessel', 'object']"
曙光を見出す,jp,,[]
諸式が上がる,jp,,['Formulas']
初心に返る,jp,,['original intention']
初心忘るべからず,jp,,['original intention']
所帯を畳む,jp,,['household']
所帯を持つ,jp,,['household']
蜀犬、日に吠ゆ,jp,,"['shu dog', 'Day']"
背負って立つ,jp,,[]
初日が出る,jp,,['first day']
緒に就く,jp,,['string']
枝葉に走る,jp,,['branches and leaves']
白髪は冥土の使い,jp,,"['gray hair', 'Netherworld', 'use']"
知らざるを知らずと為せ、是れしるなり,jp,,[]
知らずば半分値,jp,,"['half', 'value']"
知らずば人に問え,jp,,['Man']
知らずば人真似,jp,,"['human truth', 'Similar']"
白豆腐の拍子木,jp,,"['white beans', 'rot', 'beat', 'wood']"
白波,jp,,['Shiranami']
知らぬ顔の半兵衛,jp,,"['face', 'half']"
知らぬ神より馴染みの鬼,jp,,"['God', 'Familiar', 'stain', 'demon']"
知らぬが仏,jp,,['Buddha']
知らぬ京物語,jp,,"['Kyomono', 'word']"
知らぬ存ぜぬ,jp,,[]
知らぬは亭主ばかりなり,jp,,['husband']
知らぬ仏より馴染みの鬼,jp,,"['Buddha', 'Familiar', 'stain', 'demon']"
白羽の矢が立つ,jp,,"['single feather', 'arrow']"
調べがつく,jp,,['Investigation']
芝蘭の室に入るが如し,jp,,"['grass orchid', 'room']"
後足を踏む,jp,,['Hind legs']
尻馬に乗る,jp,,['ass horse']
尻押しをする,jp,,['Butt push']
尻から抜ける,jp,,['ass']
尻が青い,jp,,['ass']
尻が暖まる,jp,,['ass']
尻が重い,jp,,['ass']
尻が軽い,jp,,['ass']
尻が来る,jp,,['ass']
尻が長い,jp,,['ass']
尻が割れる,jp,,['ass']
尻毛を抜く,jp,,['buttocks hair']
知りて知らざれ,jp,,[]
尻拭いをする,jp,,['butt wipe']
尻の穴が小さい,jp,,"['ass', 'hole']"
尻の毛まで抜かれる,jp,,"['ass', 'hair']"
尻の持って行き場がない,jp,,"['ass', 'place']"
尻目に掛ける,jp,,['slanting eyes']
後目に掛ける,jp,,['hindsight']
尻餅をつく,jp,,['ass rice cake']
尻も結ばぬ糸,jp,,"['ass', 'thread']"
尻を上げる,jp,,['ass']
尻を押す,jp,,['ass']
尻を落ち着ける,jp,,['ass']
尻を絡げる,jp,,['ass']
尻を据える,jp,,['ass']
尻を叩く,jp,,['ass']
尻を拭う,jp,,['ass']
尻をはしょる,jp,,['ass']
尻を捲る,jp,,['ass']
尻を持ち込む,jp,,['ass']
知る人ぞ知る,jp,,['people']
知る者は言わず言う者は知らず,jp,,"['person', 'person']"
知る由もない,jp,,['reason']
汁を吸うても同罪,jp,,"['juice', 'same guilt']"
白い歯を見せる,jp,,['teeth']
白旗を掲げる,jp,,['white flag']
白星を拾う,jp,,['white star']
師走女房難つけな,jp,,"['December', 'wife', 'difficulty', 'put on']"
吝ん坊と灰吹きは溜まるほど汚い,jp,,"['stingy', 'blowing ash']"
吝ん坊の柿の種,jp,,"['stingy', 'persimmon', 'seed']"
詩を作るより田を作れ,jp,,"['poetry', 'field']"
死を視ること帰するが如し,jp,,"['death', 'thing']"
心肝に徹する,jp,,['heart liver']
心肝を砕く,jp,,['heart liver']
心肝を寒からしめる,jp,,['heart liver']
新規蒔き直し,jp,,['Re-sow']
心気を燃やす,jp,,['spirit']
神経が高ぶる,jp,,['nerve']
神経が太い,jp,,['nerve']
神経に触る,jp,,['nerve']
神経を使う,jp,,['nerve']
心血を注ぐ,jp,,['heart blood']
辛酸を嘗める,jp,,[]
親炙,jp,,"['parent', 'Broiled']"
身首処を異にす,jp,,"['neck', 'place']"
身首所を異にす,jp,,"['neck', 'place']"
心証を害する,jp,,['conviction']
身上を潰す,jp,,['personal appearance']
寝食を忘れる,jp,,['sleeping and eating']
心中より饅頭,jp,,"['Suicide', 'Manju']"
信心過ぎて極楽を通り越す,jp,,"['devotion', 'paradise']"
信心は徳の余り,jp,,"['devotion', 'Virtue', 'remainder']"
信心も欲から,jp,,"['devotion', 'greed']"
薪水の労,jp,,['Labor']
親戚の泣き寄り,jp,,"['Relatives', 'crying']"
深窓に育つ,jp,,[]
心臓が強い,jp,,['heart']
心臓に毛が生えている,jp,,"['heart', 'hair']"
進退これ谷る,jp,,['advancing and retreating']
身体髪膚、これを父母に受く,jp,,"['body', 'hair skin', 'parents']"
心胆を寒からしめる,jp,,['courage']
死んだ子の年を数える,jp,,"['Child', 'Year']"
死んだ子は賢い,jp,,['Child']
死んだら褒められる,jp,,[]
死んでの長者より生きての貧乏,jp,,"['millionaire', 'Alive', 'Poverty']"
死んで花実が咲くものか,jp,,['thing']
心頭滅却すれば火もまた涼し,jp,,"['heart', 'fire']"
神に入る,jp,,['God']
真に迫る,jp,,['true']
之繞を掛ける,jp,,['throne']
真の闇より無闇が怖い,jp,,"['true', 'darkness', 'darkness']"
信は荘厳より起こる,jp,,"['Faith', 'Solemnity']"
親は泣き寄り、他人は食い寄り,jp,,"['parent', 'others', 'eating']"
神仏は見通し,jp,,"['gods and buddhas', 'Outlook']"
